docid,label,url,author,title,year,abstract,combined_text,language
2294648,"Baptiste Venet. Fintech and Financial Inclusion. A research Agenda for Financial Inclusion and Microfinance, pp.162-172, 2019. &#x27E8;hal-02294648&#x27E9;",https://hal.science/hal-02294648,Baptiste Venet,Fintech and Financial Inclusion,2019,,Fintech and Financial Inclusion ,en
2483303,"Régis Bourbonnais. Exercices pédagogiques d'économétrie : avec corrigés et rappels synthétiques de cours. Economica, pp.245, 2015. &#x27E8;hal-02483303&#x27E9;",https://hal.science/hal-02483303,Régis Bourbonnais,Exercices pédagogiques d'économétrie : avec corrigés et rappels synthétiques de cours,2015,,Exercices pédagogiques d'économétrie : avec corrigés et rappels synthétiques de cours ,fr
1825137,"Jean-Marc Siroën. La politique commerciale américaine: protectionnisme ou hyper-libéralisme ?. AFSE, 1988, Paris, France. pp.184-198. &#x27E8;hal-01825137&#x27E9;",https://hal.science/hal-01825137,Jean-Marc Siroën,La politique commerciale américaine: protectionnisme ou hyper-libéralisme ?,1988,,La politique commerciale américaine: protectionnisme ou hyper-libéralisme ? ,fr
1491684,"Régis Bourbonnais. Exercices pédagogiques d'économétrie : avec corrigés et rappels synthétiques de cours. Economica, pp.245, 2015. &#x27E8;hal-01491684&#x27E9;",https://hal.science/hal-01491684,Régis Bourbonnais,Exercices pédagogiques d'économétrie : avec corrigés et rappels synthétiques de cours,2015,,Exercices pédagogiques d'économétrie : avec corrigés et rappels synthétiques de cours ,fr
1400024,"Jean-Marc Siroën. Vers un retour du protectionnisme ?. Puissance d'hier et de demain. L'état du Monde 2014, pp.118-123, 2013. &#x27E8;hal-01400024&#x27E9;",https://hal.science/hal-01400024,Jean-Marc Siroën,Vers un retour du protectionnisme ?,2014,,Vers un retour du protectionnisme ? ,fr
1394890,"Jean-Marc Siroën. Existe-t-il une approche française de la mondialisation ?. Problèmes économiques, 2014, 3094. &#x27E8;hal-01394890&#x27E9;",https://hal.science/hal-01394890,Jean-Marc Siroën,Existe-t-il une approche française de la mondialisation ?,2014,,Existe-t-il une approche française de la mondialisation ? ,fr
1745862,"Jaime Ahcar, Jean-Marc Siroën. Deep Integration: Considering the Heterogeneity of Free Trade Agreements. Journal of Economic Integration, 2017, 32 (3), &#x27E8;10.11130/jei.2017.32.3.615&#x27E9;. &#x27E8;hal-01619821&#x27E9;",https://hal.science/hal-01619821,"Jaime Ahcar, Jean-Marc Siroën",Deep Integration: Considering the Heterogeneity of Free Trade Agreements,2017,"Regional Trade Agreements have emerged in an environment of stalled multilateral tradenegotiations. Although the impact of Regional Trade Agreements on international tradehas been well documented, scant attention has been paid to empirical studies exploringtheir heterogeneity from the point of view of deep integration. We set out to determinewhether deeper Regional Trade Agreements promote trade more effectively than lessambitious ones. We generate credible deep integration indicators using two recentlyavailable datasets from the World Trade Organization and the World Trade Institute. Wethen test the effect of depth on trade using a gravity model. We treat additive indicatorsas factor variables and use multiple correspondence analysis to obtain distilled indicatorsof deep integration to offer new insights and confirm recent deep integration findings.We find that deeper Regional Trade Agreements increase trade more than shallowagreements do, irrespective of whether the provisions they contain are within or beyondthe competence of the World Trade Organization.","Deep Integration: Considering the Heterogeneity of Free Trade Agreements Regional Trade Agreements have emerged in an environment of stalled multilateral tradenegotiations. Although the impact of Regional Trade Agreements on international tradehas been well documented, scant attention has been paid to empirical studies exploringtheir heterogeneity from the point of view of deep integration. We set out to determinewhether deeper Regional Trade Agreements promote trade more effectively than lessambitious ones. We generate credible deep integration indicators using two recentlyavailable datasets from the World Trade Organization and the World Trade Institute. Wethen test the effect of depth on trade using a gravity model. We treat additive indicatorsas factor variables and use multiple correspondence analysis to obtain distilled indicatorsof deep integration to offer new insights and confirm recent deep integration findings.We find that deeper Regional Trade Agreements increase trade more than shallowagreements do, irrespective of whether the provisions they contain are within or beyondthe competence of the World Trade Organization.",en
1294355,"Frédéric Gonand. Pourquoi la rupture s'impose : déficits, retraites, chômage, productivité.... pp.219, 2007. &#x27E8;hal-01294355&#x27E9;",https://hal.science/hal-01294355,Frédéric Gonand,"Pourquoi la rupture s'impose : déficits, retraites, chômage, productivité",2007,,"Pourquoi la rupture s'impose : déficits, retraites, chômage, productivité ",fr
2429614,"Sabine Delzescaux. La capacité des foyers de placement à remplir des fonctions transitionnelles : un enjeu socio-éducatif. Journée de conférences Fondation ""Les Billodes"" (Centre pédagogique Le Locle), May 2015, Le Locle, Suisse. &#x27E8;hal-02429614&#x27E9;",https://hal.science/hal-02429614,Sabine Delzescaux,La capacité des foyers de placement à remplir des fonctions transitionnelles : un enjeu socio-éducatif,2015,,La capacité des foyers de placement à remplir des fonctions transitionnelles : un enjeu socio-éducatif ,fr
1491966,"Jean-Marc Siroën. L’intérêt national dans les négociations commerciales internationales. La crise du ""mercantilisme libéral"". La revue internationale et stratégique, 2017, 105, &#x27E8;10.3917/ris.105.0099&#x27E9;. &#x27E8;hal-01491966&#x27E9;",https://hal.science/hal-01491966,Jean-Marc Siroën,L’intérêt national dans les négociations commerciales internationales,2017,,L’intérêt national dans les négociations commerciales internationales ,fr
4119287,"Thomas Renaud. L’enquête SHARE, une enquête européenne et longitudinale. Semaine Data-SHS, Centre de données Socio-politiques; Sciences Po; CNRS; Plateforme Universitaire de Données des Grands Moulins; Université Paris Cité, Dec 2020, Paris, France. &#x27E8;hal-04119287&#x27E9;",https://hal.science/hal-04119287,Thomas Renaud,"L’enquête SHARE, une enquête européenne et longitudinale",2020,,"L’enquête SHARE, une enquête européenne et longitudinale ",fr
3037542,"Alexandra de Heering, Sébastien Michiels. Un cliché pour l’éternité ? An Everlasting Photograph? A Century of Portrait Photography Practice in South India (1915-1990). Histoire & Mesure, 2019, XXXIV (2), pp.193-228. &#x27E8;10.4000/histoiremesure.10477&#x27E9;. &#x27E8;hal-03037542&#x27E9;",https://hal.science/hal-03037542,"Alexandra de Heering, Sébastien Michiels",Un cliché pour l’éternité ? An Everlasting Photograph? A Century of Portrait Photography Practice in South India (1915-1990),2019,,Un cliché pour l’éternité ? An Everlasting Photograph? A Century of Portrait Photography Practice in South India (1915-1990) ,en
1664253,"Jean-Pierre Cling, Hữu Chí Nguyễn, Mireille Razafindrakoto, François Roubaud. Urbanization and access to labour market in Vietnam: Weight and characteristics of the informal sector. Trends of urbanization and suburbanization in Southeast Asia (CEFURDS, LPED), Dec 2008, Ho Chi Minh City, Vietnam. pp.205-226. &#x27E8;hal-01664253&#x27E9;",https://hal.science/hal-01664253,"Jean-Pierre Cling, Hữu Chí Nguyễn, Mireille Razafindrakoto, François Roubaud",Urbanization and access to labour market in Vietnam: Weight and characteristics of the informal sector,2008,,Urbanization and access to labour market in Vietnam: Weight and characteristics of the informal sector ,en
1874196,"El Mouhoub Mouhoud. Mondialisation et délocalisation des entreprises. La Découverte, 2017. &#x27E8;hal-01874196&#x27E9;",https://hal.science/hal-01874196,El Mouhoub Mouhoud,Mondialisation et délocalisation des entreprises,2017,,Mondialisation et délocalisation des entreprises ,fr
1485795,"Jean-Marc Siroën. Les politiques commerciales. Politiques Economiques, pp.167-192, 1997. &#x27E8;hal-01485795&#x27E9;",https://hal.science/hal-01485795,Jean-Marc Siroën,Les politiques commerciales,1997,,Les politiques commerciales ,fr
2429585,"Sabine Delzescaux. La qualité de vie des personnes polyhandicapées face à la tentation souveraine. Journées d'études Polyhandicap (Hôpital Européen Georges Pompidou) : ""Qualité de vie: quels enjeux dans le parcours de santé de la personne polyhandicapée et IMC ?"", Nov 2014, Paris, France. &#x27E8;hal-02429585&#x27E9;",https://hal.science/hal-02429585,Sabine Delzescaux,La qualité de vie des personnes polyhandicapées face à la tentation souveraine,2014,,La qualité de vie des personnes polyhandicapées face à la tentation souveraine ,fr
